id_cliente,nombre_cliente,ingresos_ano_anterior,egresos_ano_anterior,valor_credito_mora,numero_cuotas_mora,edad
102331,Juan Gutiérrez Díaz,9500000,6754102,0,0,
100781,Felipe Gabriel López Sánchez,3500000,,$ 0,0,33
101158,Mateo Rojas Gómez,50000000 COP,"$ 27,478,856",$ 0,0,46.5
103449,Mateo Javier Pérez Vargas,5000000,4012096.00,$ 0,0,50 años
100585,Gonzalo Carlos Mendoza Morales,50000000 COP,33912088,0.00,0,83
103658,Carlos Mejía Ramírez,18000000.00,,0.00,0,37
102522,Rafael Caro-Quintero,12000000,"$ 6,173,412",0.00,0 cuotas,39
100747,,,4595563 COP,$1200000,1,
101229,Gonzalo Javier Romero Mejía,12000000.00,"$ 4,936,317",0.00,0 cuotas,61
100839,Verónica Torres Ramírez,9500000,5994232,0,0.0,51
102138,Juliana Fernando García Suárez,7200000.00,,0.00,0,16 años
100100,Natalia Diego Rojas Navarro,3500000 COP,"$ 2,017,000",0 COP,0,
103507,Jorge Claudia Gutiérrez Restrepo,"$ 2,500,000",1654145,"$ 12,000,000",,27
100243,Jamileh Abdullah Al-Shanti,$25000000,10830105,12000000,2,54
101321,"TREVIÑO MORALES, Miguel Angel",50000000.00,"$ 21,621,826",$ 0,0,17
101342,Gabriel Valentina Mendoza Torres,"$ 18,000,000",12202115,0,0,14
102145,Claudia Martínez Suárez,3500000.00,2752404,,0,54
100292,Gabriel Romero Arias,"$ 7,200,000",$4555355,0 COP,0,18
103529,Joaquin Guzman Loera 'El Chapo',"$ 25,000,000",12093492,0,0,54
102167,Mariana Jiménez Martínez,18000000 COP,$10944747,0 COP,0,39
103361,Diosdado Cabello Rondon,$35000000,"$ 24,248,370",0,0,41
100186,Tareck Zaidan El Aissami,50000000,41452002 COP,0.00,0,33
100248,Jong-Un Kim,35000000 COP,18831942,500000,9,75
100870,Sofía Luis Mejía Martínez,,5411135,0,0,51
101378,Luis Navarro González,25000000 COP,12160987 COP,0.00,0,15
101900,Patricia Diana Martínez Díaz,35000000 COP,25154922,$ 0,0,20
102622,Camilo Martínez Vargas,25000000,"$ 15,299,286",0 COP,0,81
100690,,,17740650,0.00,0,18
101360,Laura Ospina Ortiz,,2165384,$ 0,0,46.5
100629,Ismael Zambada Garcia,9500000 COP,"$ 5,124,036",0,0,21
100465,,50000000,35722697,$ 0,0.0,
103436,,,"$ 5,403,962",0.00,0,81
101002,Claudia Arias Díaz,5000000,"$ 2,547,543",0.00,0,21
101881,Natalia Daniela Rojas Díaz,"$ 2,500,000",2123138.00,0,0,16
101650,Fernando Navarro Ramírez,12000000.00,7874875,6400000,9 cuotas,
102215,María María Sánchez Pérez,"$ 9,500,000",7270444.00,0,,
100625,Javier Ortiz Ortiz,25000000,17889102,$3500000,5,44
100933,"ZAHHAR, Mahmoud Khaled",3500000,1664158.00,0,,33
100227,Lucía Rojas Valencia,"$ 2,500,000",1430542,0 COP,0,18
102033,Diego Silva Restrepo,50000000.00,22719342,0.00,0,53
101895,Alejandro Felipe Ortiz Valencia,9500000 COP,6230492,"$ 3,500,000",3,33
101658,Felipe Camila Vargas Moreno,3500000,2644784,,0,69
102806,Santiago Juan Castro Suárez,7200000,"$ 5,474,823",$ 0,0 cuotas,
103023,Jorge Lucía Gómez Valencia,35000000.00,19569442,1200000,,65
103340,Luis Fernando Moreno Moreno,"$ 2,500,000",,0 COP,0 cuotas,
100898,Mateo Juliana Ortiz Mejía,"$ 7,200,000",3153587.00,3500000.00,11,42
102488,Jorge Restrepo Silva,"$ 35,000,000","$ 17,924,286",0,0,55
101385,Diego Mateo Ortiz Castro,3500000,2221933.00,0.00,0,61.5
101348,Santiago Sofía González Hernández,$2500000,"$ 1,329,588",0,0,79
102530,María Pérez Jaramillo,7200000,6259989,$6400000,9.0,27
102085,Claudia Silva Romero,"$ 2,500,000",1478955 COP,12000000,7,43
102654,Javier Laura Torres Ortiz,9500000,5227389 COP,0.00,0,67
103355,Laura Romero Jiménez,25000000,$22048335,0.00,0,15
100950,Mariana Juliana Martínez Torres,50000000,30420806.00,0 COP,0,30
100101,Ana Gómez Martínez,50000000 COP,32029341,0,0,23
100895,Luis Andrés Hernández Jaramillo,3500000 COP,1554804,,0.0,42
102713,Verónica Díaz Torres,12000000,"$ 6,399,330",0,0,59
102290,Sofía Andrés Pérez Jiménez,50000000.00,22452152,$ 0,0.0,56.5
101229,Gonzalo Javier Romero Mejía,,"$ 4,936,317",0.00,0 cuotas,61
101911,Patricia Lucía Suárez Rodríguez,18000000,9573027,1200000 COP,12.0,60
103043,Daniela Sánchez Moreno,2500000,1455838,0,0 cuotas,29 años
100260,Verónica Sánchez Restrepo,12000000.00,9890036,$ 0,0,23
101656,China Aerospace Science & Tech Corp,50000000,"$ 36,878,487",,0,64
102734,Laura Silva Rojas,7200000,4177773,$ 0,0,58
103014,Felipe Mejía Restrepo,25000000,10665277,"$ 3,500,000",3,72.5
103492,Gabriel Juan Torres Restrepo,18000000,15860476,500000,3,56
101702,HEZBOLLAH,$12000000,"$ 8,855,211",$ 0,0,52
101283,China Aerospace Science & Tech Corp,7200000,4385991,3500000.00,4.0,70
102785,Andrés Luis Valencia Ospina,2500000,1171295,0.00,,50
102970,Alejandro Carlos Ospina Navarro,12000000,7260576,500000.00,2,14
101341,Juan Valencia García,50000000,42926625,0 COP,0,18
100256,Juan Sofía Gutiérrez Moreno,18000000,9918783,0,0,41
102251,"KIM, Jong Un",25000000,21245176,500000.00,10,60
103204,"KIM, Jong Un",9500000,$6928685,0 COP,,19
103484,Santiago Verónica Valencia Suárez,50000000,44682478,$ 0,0,78
101406,Diego Juliana Díaz López,$9500000,"$ 6,444,203","$ 500,000",12,
100739,María Juan Jiménez Restrepo,2500000,1491582 COP,12000000 COP,1.0,67
101548,,,24885333,0,,34
102853,Felipe Sánchez Chávez,2500000,"$ 1,566,006",0,0.0,37
100057,,9500000 COP,7787472,0 COP,0.0,46
100244,Laura Ana Romero Martínez,3500000.00,2267444,500000,2,19
101329,Jong-Un Kim,"$ 2,500,000",,0,0 cuotas,71
102247,Laura Carlos Mejía García,7200000 COP,4185893,0 COP,0 cuotas,16
103436,,"$ 7,200,000","$ 5,403,962",0.00,0,81
103366,Jong-Un Kim,25000000,10607617.00,500000.00,12,47
100734,"ZAHHAR, Mahmoud Khaled",2500000,1109651,0.00,,74
102057,Gabriel Diana Torres Ospina,$9500000,6342473 COP,"$ 3,500,000",10,22 años
103034,José Morales Arias,50000000,,0 COP,0,73
101309,Juan Santiago Martínez Torres,5000000,3454136,$ 0,0,19 años
100555,Lucía Sofía Torres Ramírez,25000000,15784988,0 COP,0,70
101525,Diego Diana Rodríguez Gutiérrez,3500000,1626460,0 COP,0,28
102188,María Diana Morales Chávez,2500000,"$ 1,807,131",0.00,0 cuotas,25
103262,Natalia Suárez Sánchez,12000000.00,6752901 COP,$1200000,8,22
101246,Mateo Alejandro Ramírez Morales,25000000 COP,18282100,,4,
101758,Lucía Camila Chávez Restrepo,"$ 35,000,000",28107152,500000,4,31
102560,Ziad Al Zaza,5000000,2335693,0 COP,0,44
101370,Javier Paula Navarro Pérez,"$ 18,000,000",8784092.00,6400000,4,63
101514,Camilo Juan Romero Rojas,35000000,15636889.00,,0,14
101020,Esteban Mateo Mendoza Rojas,7200000,3133887,0,0,26
102731,Claudia Esteban Restrepo Hernández,7200000,6154360,0 COP,0,81 años
100631,Mateo Jiménez Gutiérrez,50000000,$24357658,0.00,0,75
100335,Laura Díaz Mendoza,3500000,1898871,0.00,,65 años
100870,Sofía Luis Mejía Martínez,7200000,5411135,0,0,51
101212,,7200000,"$ 3,687,515",0.00,,39
101451,Juliana Luis Arias González,3500000 COP,2287732,500000 COP,9,32
101002,Claudia Arias Díaz,5000000,"$ 2,547,543",0.00,0,21
103174,"CABELLO RONDON, Diosdado",$3500000,$2737859,500000,2,56
102350,Mariana Natalia Valencia García,$12000000,9205198 COP,3500000.00,9,27
100753,Sofía Adriana Torres Díaz,35000000,25260847,0,0,28
103074,Santiago Mendoza Moreno,35000000 COP,"$ 17,889,574",0.00,0,40
102071,"AL-ASSAD, Bashar",35000000 COP,$31317388,500000,2,16 años
101849,"PURI, Genaro",$18000000,10019514,,1,14.5
102457,Laura Santiago Chávez González,25000000,20789603,0.00,0.0,15 años
102995,Claudia Jaramillo García,"$ 7,200,000",3630992,$ 0,0,19 años
100882,Ana Díaz Martínez,18000000,14655841,$ 0,0,43
102185,Sofía González González,5000000,3829388,0 COP,0,17
102459,Patricia Juan Moreno López,5000000,"$ 2,894,361",$ 0,0,16
100042,Mariana Arias González,18000000,15204572,0 COP,0,16
100194,"ABU TEIR, Mohammed","$ 18,000,000",15507385.00,6400000,8,83
102301,"LUKASHENKO, Aleksandr",7200000 COP,6415748,12000000.00,1,27
100591,Luis María Gutiérrez Mendoza,,23857074 COP,0.00,0,27
100808,Patricia Ana Morales Hernández,5000000.00,4052632 COP,500000,7 cuotas,82
100240,"CABELLO RONDON, Diosdado",$9500000,,0.00,0 cuotas,39
102387,Verónica Ramírez González,7200000.00,3120008.00,6400000,5,48 años
102740,Adriana Díaz Chávez,7200000,$3517305,0.00,0,49 años
103486,Fernando Ramírez Ospina,"$ 35,000,000","$ 30,621,113",0,0 cuotas,38
101558,,,1635897,0 COP,0,17
102517,José Mejía Silva,25000000,10562911.00,0,0,38
101426,Bashar Al Assad,18000000,"$ 10,576,550",0 COP,0,54
101591,Alejandro Restrepo Vargas,3500000 COP,,0,0,64
100718,Miguel A. Treviño Morales,50000000.00,44619148,,0,54
101159,Rafael Caro-Quintero,9500000 COP,"$ 4,601,454",6400000,2,69
102476,Diana Pérez López,18000000,9885270,0.00,0,48.5
101849,"PURI, Genaro",$18000000,10019514,6400000,1,14.5
101866,Andrés Ospina González,"$ 9,500,000",7051270,,3,47
100092,Camilo Rojas Castro,35000000,16045331.00,3500000,2,75
103527,,9500000,8287648,,0,50
102217,Laura Carlos Arias Arias,"$ 50,000,000",26091272 COP,,0,22.5
100690,,,17740650,0.00,0,18
100741,Javier Gonzalo Sánchez Ramírez,"$ 18,000,000",12886922 COP,500000,4,72
100005,Felipe Paula Silva López,35000000,22304913,0.00,0,43
101008,Paula Restrepo Vargas,50000000,41239738,0 COP,0,37
103138,"CABELLO RONDON, Diosdado",25000000,$12902264,,0,67
102279,,,18150428,0 COP,0,67
100070,"AL-ASSAD, Bashar","$ 7,200,000",6266536 COP,$ 0,0,33 años
103570,Camila Pérez Chávez,5000000,"$ 2,072,186",$ 0,0,24 años
102255,Javier Diego Mendoza Ramírez,12000000,6652600.00,$ 0,0,58
102038,Santiago Suárez Gutiérrez,3500000,"$ 2,511,956",0,0,57
102734,Laura Silva Rojas,7200000,4177773,$ 0,0,58
102442,Carlos Gonzalo Ramírez Torres,18000000,12853014,$ 0,0,
100764,Verónica Ricardo Rodríguez Rojas,$50000000,"$ 21,731,327",0 COP,0,20
100060,Ana Paula Torres Restrepo,"$ 9,500,000",,0 COP,0,58
103660,Andrés Arias Ospina,2500000.00,"$ 2,222,791",6400000,12,52
101713,"SAAB MORAN, Alex Nain",25000000.00,15011421.00,0,0,60
100900,"CARO QUINTERO, Rafael",2500000,1321164,3500000,12,74
101234,Luis Ana Valencia Martínez,18000000.00,,500000,9,39
103690,Carlos Camila Gutiérrez Torres,50000000,30665616,12000000,11,42.5
101861,Valentina Santiago Ortiz Moreno,2500000.00,1255702,0.00,0,56
102459,Patricia Juan Moreno López,5000000,"$ 2,894,361",$ 0,0,16
100061,Juan Mejía Suárez,,8361386,0.00,0,38
102767,Sofía Torres Jiménez,9500000,4915161,$12000000,10 cuotas,61
103774,"AL-ASSAD, Bashar",9500000,5766250,$ 0,0 cuotas,57
101812,Andrés Esteban Vargas Pérez,"$ 9,500,000","$ 7,167,924",0,0,36
100108,Nicolas Maduro Moros,"$ 50,000,000",$26061451,6400000,5 cuotas,55
101471,Alejandro Andrés Jiménez Mejía,"$ 2,500,000",1079170,0.00,0.0,74
100516,Javier Carlos Navarro Ortiz,35000000,16998403.00,0.00,0,34
100757,Gabriel Claudia Morales Martínez,"$ 18,000,000",$14582382,6400000,3 cuotas,
102633,"SAAB MORAN, Alex Nain",$35000000,25244541.00,0,0,31.5
102902,Alejandro Hernández Silva,2500000,$2139202,0.00,0,26.5
101542,Miguel A. Treviño Morales,50000000,31138576,0,0,14.5
102373,Diana Hernández Ramírez,18000000,12598396.00,0.00,0,49
101577,José Andrés Mejía Mendoza,35000000,27577587,0 COP,0,45
103006,,,3913435,0.00,0 cuotas,72
102744,José Mateo Jiménez Hernández,"$ 12,000,000",$9268230,0.00,0,67
100274,Patricia Torres Jaramillo,$25000000,21514530.00,0 COP,0,20
103265,"ABU TEIR, Mohammed",25000000.00,13895197.00,0,0,62
102577,Esteban Mariana Rodríguez Suárez,9500000,5121153,0.00,0,
100504,"PURI, Genaro",9500000,,,10.0,
100903,Esteban Suárez Suárez,3500000,1620198 COP,$ 0,0 cuotas,62
103400,Juan Gutiérrez Ospina,$5000000,,0.00,0,21 años
101063,Adriana Martínez Romero,"$ 12,000,000",$9575835,$ 0,0,61
100423,Sofía Jaramillo Chávez,12000000.00,7972590,0 COP,0.0,72
100168,Luis Alejandro Morales Ramírez,3500000.00,3014721 COP,3500000,9,45.5
101199,Natalia Luis Restrepo García,25000000,16156305.00,0.00,0,49
100749,Natalia Torres Mejía,3500000.00,,$ 0,0 cuotas,42
103077,Camila Esteban Arias Moreno,2500000,1691759 COP,$ 0,0,17
103334,Fernando Santiago Díaz Rojas,5000000,2083713,,,44
102324,Luis Esteban Díaz Torres,"$ 18,000,000",8176719,500000,,15
103548,"ZAHHAR, Mahmoud Khaled",50000000,24993734.00,6400000,,14
101054,Jorge Juan Valencia Morales,"$ 50,000,000","$ 30,392,130",0,0,60
103558,China Aerospace Science & Tech Corp,12000000,5062547,$ 0,0.0,30
101890,Bashar Al Assad,5000000,"$ 3,422,702",0.00,0 cuotas,59
100476,Verónica Diego Ramírez Romero,25000000,,500000,5,59
100383,Sofía Gutiérrez Sánchez,7200000.00,3661841,0 COP,0,85
102840,Andrés Mendoza Mendoza,12000000.00,9049781,"$ 1,200,000",11,53
100807,Esteban Mariana Gómez Navarro,12000000,$10483495,$ 0,0,52
100566,Mariana Claudia Silva Díaz,7200000,5052991,0 COP,0,17
101588,Camilo Rojas Ramírez,5000000,2497425 COP,0.00,0,46
102042,Daniela Díaz Navarro,$3500000,1777170,3500000,7,16
100098,Lucía Juan Morales Vargas,5000000,"$ 2,657,344",0 COP,0,64
103127,Diana Felipe Chávez Romero,$25000000,14565001,0 COP,0,60.5
101603,Carlos Jiménez Mendoza,2500000.00,1216950,"$ 1,200,000",4,70
101170,Ana Ana Morales López,"$ 2,500,000",1270981 COP,1200000,9,49
101661,Rafael Caro-Quintero,"$ 2,500,000",1113583 COP,0.00,0,85 años
101955,Andrés Lucía Navarro Restrepo,"$ 50,000,000",26707734,0,0,40 años
100422,"ABU TEIR, Mohammed",18000000,$15446626,,0 cuotas,
102248,HEZBOLLAH,12000000,9749041.00,0.00,0.0,58
103237,Aleksandr Lukashenko,7200000 COP,,0.00,0,16
100437,,$35000000,"$ 19,556,725",0,0.0,20
101796,Lucía Jaramillo Suárez,$12000000,8392783.00,0 COP,0,22
100268,"AL-ASSAD, Bashar","$ 25,000,000",16834726,0 COP,0,16
101460,Lucía Morales González,,26153919,6400000 COP,11,38
101013,Santiago González Rojas,7200000,6102705,1200000 COP,1,40.5
103708,Daniela Felipe González Ospina,35000000,26682374,1200000.00,8.0,63
100017,,,3113821,0.00,,24
100732,Nicolas Maduro Moros,"$ 5,000,000",$4134573,500000,1.0,59
100285,Laura Camila Silva Navarro,,16640697.00,3500000.00,5.0,15
100436,Esteban Silva Chávez,"$ 25,000,000",17993437,0 COP,0,17
102616,Santiago Adriana Silva Sánchez,9500000.00,4765849 COP,0,0,26
100574,Aleksandr Lukashenko,,25582747,"$ 500,000",10,47
101812,Andrés Esteban Vargas Pérez,"$ 9,500,000","$ 7,167,924",0,,36
100887,,,21249915 COP,,8,84
102776,Mariana Laura Restrepo Sánchez,12000000 COP,5421414.00,0.00,0,32
103152,Ismael Zambada Garcia,9500000.00,8092737,3500000,9,
100065,Jamileh Abdullah Al-Shanti,3500000,2070171,0,0,16 años
103196,Luis Navarro Ramírez,5000000,4480869 COP,0 COP,0,73 años
100087,Luis Gabriel Gómez Ospina,25000000,11275295 COP,$ 0,0,75
100152,Alejandro Diana Pérez Jiménez,12000000,9942930,$3500000,11,29
101643,Mariana Javier Jaramillo Silva,9500000,"$ 8,472,580",$ 0,0,15
101183,Alejandro Sofía Ortiz Hernández,7200000,5544136.00,3500000,5 cuotas,72.5
100441,"CABELLO RONDON, Diosdado",35000000.00,22734175 COP,$6400000,,37
103494,Gabriel Adriana Arias Suárez,35000000,"$ 25,976,207",0 COP,0,61
101733,José Verónica Ramírez Arias,18000000,12911947 COP,$ 0,0,75
101188,Mateo Torres Rodríguez,12000000,9597172,6400000,10.0,29
100353,Felipe Navarro Martínez,25000000,13986334 COP,0,0,
102291,"ABU TEIR, Mohammed",5000000,"$ 4,023,803",0.00,0,40
102988,"EL AISSAMI MADDAH, Tareck Zaidan",18000000,9165296,0 COP,0,22
103325,Mateo Sofía Suárez Castro,5000000,3614381.00,1200000,1,60
102134,Camilo Gabriel García Valencia,35000000,"$ 19,943,742",12000000,1,57
102863,Claudia Ana Hernández Ospina,25000000,$20932676,12000000,8,
102892,Ana Jorge Martínez Chávez,5000000.00,2160580,1200000,2,32
100574,Aleksandr Lukashenko,35000000,25582747,,10,47
103570,Camila Pérez Chávez,,"$ 2,072,186",,0,24 años
102788,"EL AISSAMI MADDAH, Tareck Zaidan",18000000 COP,8052792,$ 0,0,83
100571,Lucía Valentina Valencia Mendoza,$12000000,8029958.00,0 COP,0,74
102483,Jong-Un Kim,9500000,,0.00,0 cuotas,14
102826,Ismael Zambada Garcia,35000000,"$ 27,648,002",0,,33.5
102222,"LUKASHENKO, Aleksandr",5000000.00,3425043 COP,0 COP,0,20
101883,Esteban María Restrepo Rodríguez,"$ 9,500,000",,0,0,27.5
101833,Adriana Adriana Gómez Castro,18000000,,0,0,38
101193,,9500000,5848744 COP,12000000,6,41 años
101398,Adriana Carlos Sánchez Jiménez,18000000,15550109.00,$ 0,0,75
103736,Javier Gonzalo Vargas Ospina,"$ 7,200,000",5622694.00,0 COP,0,48
103761,Carlos Gutiérrez López,3500000,$3147627,0 COP,0,
103370,,,2279482 COP,0.00,0,31
103446,"MADURO MOROS, Nicolas",3500000,"$ 2,400,639",$ 0,0,
101104,María Vargas Chávez,2500000.00,1355402.00,0,0,37
102565,Verónica Ospina Martínez,"$ 50,000,000",39312140,0 COP,0,50.5
102994,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,"$ 50,000,000",26942127,"$ 1,200,000",2,55
102709,Diana María Moreno Restrepo,9500000,"$ 5,256,459",0.00,0,40
100688,"CABELLO RONDON, Diosdado",18000000.00,8932246,0 COP,0.0,
103327,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,"$ 18,000,000",$9667275,0 COP,0.0,31
101488,Ricardo Sofía Ospina Jiménez,$35000000,14565361,0.00,0,16
101601,Jong-Un Kim,,6135731.00,0 COP,0,14
103231,Patricia Suárez Mejía,"$ 2,500,000","$ 1,921,875","$ 3,500,000",4,45
102967,Mariana Juan Suárez Moreno,5000000.00,3981153.00,0 COP,0.0,45 años
102075,Mateo Castro Rojas,3500000.00,1406735,$1200000,,43
103408,Paula Lucía Díaz Arias,$5000000,4312262.00,,0,16
101494,Gabriel Ospina Jaramillo,25000000 COP,$19453581,$12000000,4,62
101231,Santiago Mateo Morales Chávez,7200000,3652164 COP,3500000,11,61
103275,Santiago Mendoza García,5000000.00,,$ 0,0,59
100807,Esteban Mariana Gómez Navarro,12000000,$10483495,$ 0,0,52
102854,,"$ 12,000,000",7515698 COP,6400000,5,24
101104,María Vargas Chávez,2500000.00,1355402.00,0,0,37
102290,Sofía Andrés Pérez Jiménez,50000000.00,22452152,$ 0,0.0,56.5
102694,Carlos Jiménez Rodríguez,18000000,8793298,0,0,69
103074,Santiago Mendoza Moreno,35000000 COP,"$ 17,889,574",0.00,0,40
100457,Mariana Javier Jiménez Romero,5000000.00,4103563,0,0,35
100610,Ana Chávez Valencia,7200000,3774863,0.00,0 cuotas,44
102031,Paula Martínez Romero,5000000,2502812.00,"$ 12,000,000",9,15
103269,José Sánchez Navarro,"$ 2,500,000",1277296,500000.00,,78 años
101409,Santiago García Mejía,"$ 3,500,000",2070868 COP,0,0,47
101702,HEZBOLLAH,$12000000,"$ 8,855,211",$ 0,0,52
101733,José Verónica Ramírez Arias,18000000,12911947 COP,,0,75
100117,Camilo Alejandro Vargas Silva,$35000000,24734996.00,0,0,32 años
102338,José Lucía Sánchez Castro,18000000 COP,11405992,$ 0,0,34
103050,Gabriel Alejandro García Restrepo,3500000,2324621 COP,0,0,47
101805,Andrés Verónica Sánchez Arias,,3864945 COP,0.00,0,56.5
102056,Diego José Navarro Romero,35000000,22808261,$12000000,9 cuotas,56
101641,Gonzalo Luis Silva Ospina,18000000,,500000 COP,12,45
100438,Alex Nain Saab Moran,2500000.00,1528114,0,0,49
102942,Carlos Claudia Valencia Ramírez,18000000 COP,"$ 10,961,726",$ 0,0,50
101785,Alejandro Silva Romero,,7066425.00,0,0,55
102721,"CABELLO RONDON, Diosdado",9500000,4974970,0 COP,0,51
102477,Ismael Zambada Garcia,5000000,"$ 4,203,540",0 COP,0 cuotas,28.5
100875,,,30474981.00,$ 0,0,62
100641,Ana Verónica Ortiz Torres,5000000,"$ 3,753,738",0 COP,0,65
101813,"TREVIÑO MORALES, Miguel Angel",3500000,1642140,0.00,0,40
100004,Paula Valencia Mejía,"$ 2,500,000",$1954995,0,0,35
101041,José Castro Martínez,18000000 COP,11007462,0 COP,0,27
103040,"AL-ZAZA, Ziad","$ 25,000,000",13837419,$ 0,0,53
102060,Ricardo Ana Díaz Hernández,35000000,28822148,6400000 COP,9,15 años
101671,,,"$ 15,869,312",$ 0,0,55
100182,Felipe Restrepo González,$35000000,28108561,500000,3.0,15
103569,Diego Jaramillo Ramírez,7200000 COP,6144641,0.00,,59
100654,"ZAMBADA GARCIA, Ismael",50000000,42543295.00,3500000.00,6,17
100711,Alex Nain Saab Moran,2500000,$1412350,0 COP,0,15 años
103445,Daniela Mateo Ortiz Arias,18000000,16058231,$ 0,0.0,24
101005,"KIM, Jong Un","$ 12,000,000",9121223,$ 0,0,15
100189,Ricardo Lucía Jaramillo Vargas,"$ 3,500,000",2376426,$ 0,0,16
101776,Ana Carlos Ospina Sánchez,2500000.00,1817034,0,0,50
100887,,50000000 COP,21249915 COP,500000,8,84
101488,Ricardo Sofía Ospina Jiménez,$35000000,14565361,0.00,0,16
100320,Mateo Vargas Romero,,30389610,0,0,15.5
102394,Adriana Felipe Restrepo Gutiérrez,3500000,,$ 0,0,31
102025,Mariana Juan Romero Romero,9500000 COP,,$ 0,0,20
100890,Fernando María Díaz Ramírez,5000000 COP,2292072.00,0 COP,0,42
100720,Luis Navarro Suárez,5000000,2312210,$ 0,,67
103191,Javier Mariana Vargas Suárez,,3826236,$ 0,0,29
100848,Ziad Al Zaza,50000000,30600393,0 COP,0,27
100886,Diana Torres Chávez,7200000.00,,0 COP,0.0,15.5
100900,"CARO QUINTERO, Rafael",2500000,1321164,3500000,12,74
102708,Mateo Diana Gutiérrez Jaramillo,12000000,"$ 6,715,894",$ 0,0,78
101544,José Valentina Martínez Rojas,18000000.00,"$ 7,971,247",0,0,29
102124,,,"$ 9,932,165",0.00,0,
102153,Esteban Javier Jiménez Valencia,7200000,4803759,1200000,5,24 años
103556,Luis Natalia Jaramillo Restrepo,50000000,"$ 30,901,712",0,0,16
103651,Alejandro Paula González González,"$ 7,200,000",4299791 COP,0,0.0,14
100819,Patricia Gabriel González Hernández,9500000,7206114,0 COP,0.0,29
102444,"KIM, Jong Un",,7188204,,8.0,54
102172,José Sofía Martínez Navarro,5000000,3583268,0.00,0,33.5
101744,Daniela Alejandro López Mendoza,7200000.00,"$ 4,822,681",0.00,0,26.5
103286,Alejandro Rodríguez Rodríguez,12000000,,$ 0,0,29
102514,Felipe Diana Pérez Mejía,7200000,3480877,0,0,62
103419,"SAAB MORAN, Alex Nain",2500000.00,1008265,$ 0,0,17
102846,Natalia Alejandro Ortiz Jiménez,35000000,"$ 19,682,670","$ 3,500,000",3,63
102472,Verónica Diana Vargas Valencia,,2088335,$ 0,0,21
101321,"TREVIÑO MORALES, Miguel Angel",50000000.00,"$ 21,621,826",$ 0,0,17
103354,Patricia Mateo Vargas González,12000000,8489686,0,0,50
101618,José Valencia Suárez,$25000000,21473774,0,0,68
101595,José Arias García,3500000,1496097 COP,3500000 COP,7,36
102849,Esteban Alejandro López Restrepo,9500000,5078913,1200000,5,34
101887,Luis Andrés Gómez Mendoza,,,3500000.00,5,49 años
103593,José Adriana García García,25000000.00,"$ 11,488,531",0 COP,0,64
102690,,"$ 2,500,000",1449076,0 COP,0,32
103320,Mohammed Abu Teir,"$ 3,500,000",3067663.00,$12000000,8,
101263,Felipe Torres Morales,"$ 18,000,000",7747229,0 COP,0 cuotas,74 años
102741,Santiago Verónica Sánchez Pérez,"$ 35,000,000","$ 25,345,020",0.00,0 cuotas,53
101684,Juan Javier Suárez Silva,"$ 3,500,000",2396101,0 COP,0,
100422,"ABU TEIR, Mohammed",18000000,$15446626,0,0 cuotas,21
101229,Gonzalo Javier Romero Mejía,12000000.00,"$ 4,936,317",0.00,0 cuotas,61
100111,Juliana Lucía Moreno Mejía,3500000,2742451,0.00,,59.5
100144,Alejandro Fernando Mendoza Díaz,9500000,3867464,0.00,0,35
100949,Lucía Santiago Moreno Ortiz,2500000,1416712.00,500000,9,75
103204,"KIM, Jong Un",9500000,$6928685,0 COP,0,19
100519,Ismael Zambada Garcia,35000000 COP,30072772,6400000.00,,62
100783,Camila Valentina Rojas Arias,5000000,3199797,0 COP,0,22
103021,Patricia Romero González,25000000,$18643868,3500000,12 cuotas,38
103178,HAMAS,50000000,"$ 41,586,924",3500000,7,21
102271,Nicolas Maduro Moros,50000000.00,40226804,0.00,0 cuotas,42.5
102493,Gabriel Sofía García Suárez,$5000000,2578261,,0,14
102461,Lucía Morales Hernández,18000000,12861944 COP,0,0,56
102142,Javier Sofía Torres Rojas,2500000,$1606326,$ 0,0,52
101166,Andrés Diego Morales Rojas,50000000 COP,$20424047,,0,16
100067,Lucía Juliana Chávez Ospina,35000000,"$ 19,083,914",$ 0,0,52
102393,Natalia Esteban Navarro Chávez,3500000,2383467 COP,0,0,25
103107,"ABU TEIR, Mohammed",25000000,17285486.00,0 COP,0,71
103396,Mariana Navarro Jaramillo,"$ 5,000,000",$4363619,1200000,2,40
101574,Juliana Lucía Rodríguez González,3500000,2835002.00,0 COP,0 cuotas,
102501,Sofía Morales Romero,,19236852 COP,$ 0,0,39
103201,Mateo Felipe García Jaramillo,9500000,5351915,$ 0,0,26
101273,,,3307680.00,1200000,11,49
103283,Lucía Díaz Jiménez,3500000.00,2756881.00,0,0,45 años
103094,Gabriel Verónica Restrepo Vargas,2500000.00,1922360 COP,0.00,0 cuotas,54
103520,Gabriel Fernando Gutiérrez Arias,$12000000,5686841 COP,0.00,0 cuotas,54
103482,Juan José Rodríguez Pérez,12000000.00,9267081,0,0,58 años
102656,"SANCHEZ CEREN, Salvador","$ 18,000,000",7379776,12000000,,
102147,Lucía Camila González González,"$ 5,000,000",3788090,0 COP,0,
101245,Gonzalo Camilo Valencia Ospina,25000000.00,$15725088,$ 0,0,51 años
102200,Felipe Gómez Navarro,12000000,"$ 9,703,420",0,0,32
