id_cliente,nombre_cliente,producto,cupo_preaprobado,fecha_solicitud
103370,,Harina Pancho,20000000 COP,28/05/2024
103446,José Mariana Pérez Sánchez,Avena Quaker sin Gluten,15000000,2024/05/02 00:00:00
101104,María Vargas Chávez,Avena Molida,35000000,31/05/2024
102565,Verónica Ospina Martínez,Avena Quaker,35000000,05-05-2024
102994,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Harina Pancho,7500000.00,05-03-2024
102709,María Santiago Rodríguez Navarro,Dogourmet,20000000,2024-05-06
100688,Mateo Diana Rodríguez Suárez,Harina P.A.N. Blanca,"$ 1,500,000",05-16-2024
103327,"MADURO MOROS, Nicolas",Avena Quaker sin Gluten,3000000 COP,21.05.2024
101488,Aleksandr Lukashenko,Avena Quaker,12500000 COP,05-24-2024
101601,,Dogourmet,20000000,05-14-2024
103231,Patricia Suárez Mejía,Avena Quaker,7500000.00,2024/05/09 00:00:00
102967,Miguel A. Treviño Morales,Harina P.A.N. Amarilla,5000000,2024/05/14 00:00:00
102075,Mateo Castro Rojas,Avena Quaker,5000000.00,2024-05-28
103408,Paula Lucía Díaz Arias,Unikat,,13.05.2024
101494,Gabriel Ospina Jaramillo,Avena en Hojuelas,12500000,2024/05/17 00:00:00
101231,Santiago Mateo Morales Chávez,Avena Quaker,10000000 COP,2024-05-23
103275,Paula Silva Hernández,,7500000 COP,05-02-2024
100807,Esteban Carlos Martínez Ospina,Avena Quaker sin Gluten,3000000 COP,05-25-2024
102854,Mahmoud Khaled Zahhar,Unikat,12500000,24/05/2024
101104,Miguel A. Treviño Morales,Dogourmet,"$ 7,500,000",2024-05-22
102290,Juan Ramírez Jiménez,Donkan,2500000,2024-05-22
102694,Carlos Jiménez Rodríguez,Harina Pancho,15000000,2024-05-07
103074,Andrés Patricia Ortiz Ortiz,Unikat,$20000000,2024-05-25
100457,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Harina Pancho,"$ 4,500,000",2024-05-19
100610,Santiago Camila Ospina Chávez,Avena en Hojuelas,$10000000,2024/05/13 00:00:00
102031,Paula Martínez Romero,Avena Quaker,15000000,05-23-2024
103269,Alejandro Patricia Restrepo López,Avena Molida,35000000,
101409,"ZAMBADA GARCIA, Ismael",Donkan,"$ 7,500,000",05-08-2024
101702,Mateo Vargas González,Unikat,4500000,09/05/2024
101733,Andrés Gonzalo Jaramillo Romero,Arena Unikat,,2024/05/09 00:00:00
100117,Jong-Un Kim,Avena en Hojuelas,5000000.00,2024/05/17 00:00:00
102338,Esteban Martínez Restrepo,Avena Quaker,2500000.00,2024-05-14
103050,Gabriel Alejandro García Restrepo,Unikat,1500000,02.05.2024
101805,,Avena Quaker,$35000000,2024-05-31
102056,Claudia Camilo López Silva,Donkan,"$ 2,500,000",2024-05-21
101641,Alex Nain Saab Moran,,7500000,2024-05-22
100438,Alex Nain Saab Moran,Avena Quaker,5000000,12.05.2024
102942,Diego García Sánchez,Donkan,5000000.00,2024-05-24
101785,,Avena Molida,7500000,2024-05-26
102721,"CABELLO RONDON, Diosdado",Avena Molida,12500000,05-22-2024
102477,Mateo Sánchez Ospina,Harina Pancho,10000000 COP,2024-05-31
100875,,Harina Pancho,15000000,2024-05-14
100641,Ana Verónica Ortiz Torres,Harina P.A.N. Amarilla,20000000.00,05-13-2024
101813,"TREVIÑO MORALES, Miguel Angel",Avena Quaker,35000000,25/05/2024
100004,Paula Valencia Mejía,Unikat,35000000,05-28-2024
101041,José Castro Martínez,Avena Quaker sin Gluten,7500000,2024/05/26 00:00:00
103040,"AL-ZAZA, Ziad",Avena en Hojuelas,4500000.00,05-18-2024
102060,Ricardo Ana Díaz Hernández,Donkat,"$ 12,500,000",2024-05-02
101671,,Dogourmet,"$ 12,500,000",05-10-2024
100182,Felipe Restrepo González,Harina P.A.N. Amarilla,$4500000,2024-05-22
103569,Mahmoud Khaled Zahhar,Donkan,2500000,09/05/2024
100654,"ZAMBADA GARCIA, Ismael",Harina Pancho,1500000,05-18-2024
100711,Alex Nain Saab Moran,Harina P.A.N. Blanca,"$ 15,000,000",22.05.2024
103445,Daniela Mateo Ortiz Arias,Harina P.A.N. Blanca,4500000.00,05-22-2024
101005,"KIM, Jong Un",Arena Unikat,10000000.00,15.05.2024
100189,Ricardo Lucía Jaramillo Vargas,Harina P.A.N. Blanca,1500000,2024-05-03
101776,Ana Carlos Ospina Sánchez,Avena Quaker,5000000.00,28.05.2024
100887,Juliana Gonzalo González Vargas,Unikat,1500000.00,03.05.2024
101488,José Ricardo Romero Chávez,Donkat,20000000,20/05/2024
100320,,Avena Quaker,12500000,22.05.2024
102394,Adriana Felipe Restrepo Gutiérrez,,10000000,24/05/2024
102025,Mariana Juan Romero Romero,,12500000,18.05.2024
100890,Fernando María Díaz Ramírez,Dogourmet,35000000 COP,2024/05/25 00:00:00
100720,Luis Navarro Suárez,Unikat,10000000,
103191,,Harina P.A.N. Amarilla,35000000,05-21-2024
100848,Fernando Diana Navarro Arias,Donkat,5000000,2024-05-27
100886,Juliana Daniela Jaramillo Rodríguez,,15000000.00,2024-05-31
100900,"AL-ASSAD, Bashar",Unikat,35000000.00,2024-05-21
102708,José Camila Torres Sánchez,Dogourmet,3000000,02/05/2024
101544,Claudia Chávez Martínez,Arena Unikat,35000000,2024-05-04
102124,,Avena Quaker,1500000,04/05/2024
102153,Esteban Javier Jiménez Valencia,Avena Molida,"$ 15,000,000",05-27-2024
103556,Mariana Ana Hernández Díaz,Harina Pancho,2500000,2024-05-04
103651,Alejandro Paula González González,Harina P.A.N. Blanca,10000000,05-07-2024
100819,Gonzalo Gabriel González Arias,Harina P.A.N. Amarilla,3000000.00,31/05/2024
102444,,Avena Quaker sin Gluten,,2024/05/16 00:00:00
102172,José Sofía Martínez Navarro,Harina Pancho,1500000,05-07-2024
101744,"AL-SHANTI, Jamileh Abdullah",Unikat,7500000,05-22-2024
103286,"SAAB MORAN, Alex Nain",,4500000,04.05.2024
102514,Bashar Al Assad,Avena en Hojuelas,7500000,02.05.2024
103419,"SANCHEZ CEREN, Salvador",Harina P.A.N. Blanca,4500000,05-06-2024
102846,Natalia Alejandro Ortiz Jiménez,Donkat,"$ 4,500,000",05-30-2024
102472,Diana Rojas Morales,Dogourmet,3000000,11.05.2024
101321,Laura Claudia García Vargas,Avena en Hojuelas,2500000.00,2024/05/27 00:00:00
103354,Patricia Mateo Vargas González,Arena Unikat,"$ 3,000,000",13.05.2024
101618,"AL-ASSAD, Bashar",Avena Quaker,20000000.00,2024-05-12
101595,Patricia González Hernández,Avena Quaker,1500000.00,2024/05/01 00:00:00
102849,Esteban Alejandro López Restrepo,Dogourmet,5000000,05-26-2024
101887,,,"$ 35,000,000",2024-05-07
103593,José Adriana García García,Avena Quaker,4500000 COP,2024-05-16
102690,Juan Andrés Sánchez Jaramillo,Avena Quaker,5000000 COP,2024/05/23 00:00:00
103320,Santiago Claudia González Ortiz,Harina P.A.N. Blanca,"$ 10,000,000",2024-05-08
101263,Miguel A. Treviño Morales,Harina P.A.N. Blanca,$2500000,05-04-2024
102741,Claudia Rojas Torres,Dogourmet,1500000,2024-05-09
101684,Natalia Silva Valencia,Donkan,2500000,24/05/2024
100422,Alejandro Claudia Gómez Mendoza,Avena Quaker sin Gluten,12500000,20/05/2024
101229,Valentina Gonzalo Silva Ramírez,Donkan,"$ 2,500,000",2024-05-20
100111,Camila García García,Dogourmet,4500000,
100144,Diosdado Cabello Rondon,Dogourmet,3000000,13.05.2024
100949,Lucía Santiago Moreno Ortiz,Avena en Hojuelas,10000000,2024-05-09
103204,"AL-ASSAD, Bashar",Avena Quaker,"$ 20,000,000",05-27-2024
100519,Ismael Zambada Garcia,Avena Quaker sin Gluten,35000000.00,
100783,Camila Valentina Rojas Arias,Avena Quaker,"$ 5,000,000",05-18-2024
103021,Patricia Romero González,Avena en Hojuelas,10000000,2024-05-20
103178,HAMAS,Donkan,5000000,08.05.2024
102271,Nicolas Maduro Moros,Donkan,7500000,2024-05-09
102493,Juan Paula Díaz Romero,Avena Quaker sin Gluten,,2024-05-28
102461,Lucía Morales Hernández,Harina P.A.N. Amarilla,12500000,2024-05-02
102142,"AL-ASSAD, Bashar",Avena Quaker,1500000,19.05.2024
101166,Andrés Diego Morales Rojas,Arena Unikat,,22/05/2024
100067,Lucía Juliana Chávez Ospina,Donkat,2500000,2024/05/28 00:00:00
102393,HAMAS,Harina P.A.N. Blanca,$2500000,20/05/2024
103107,"ABU TEIR, Mohammed",Avena Quaker,15000000,2024/05/31 00:00:00
103396,Mariana Navarro Jaramillo,Donkan,10000000,2024-05-11
101574,Juliana Lucía Rodríguez González,Unikat,35000000,2024/05/19 00:00:00
102501,Sofía Morales Romero,Dogourmet,10000000.00,2024-05-11
103201,Claudia Rodríguez Jiménez,Donkat,$10000000,19.05.2024
101273,,Harina P.A.N. Blanca,$3000000,2024/05/24 00:00:00
103283,Lucía Díaz Jiménez,Unikat,2500000,02.05.2024
103094,Gabriel Verónica Restrepo Vargas,Donkat,5000000.00,2024-05-26
103520,Gabriel Fernando Gutiérrez Arias,Avena en Hojuelas,"$ 1,500,000",2024-05-07
103482,Juan José Rodríguez Pérez,Harina Pancho,12500000.00,05-13-2024
102656,"SANCHEZ CEREN, Salvador",Avena Quaker,"$ 1,500,000",
102147,Felipe Verónica Ospina Moreno,Donkat,12500000,07/05/2024
101245,Ana Lucía Morales Chávez,Dogourmet,5000000,2024-05-20
102200,Daniela Gabriel Ortiz González,Harina P.A.N. Amarilla,35000000 COP,2024-05-07
103615,Mateo Martínez Valencia,Avena Quaker,$2500000,2024-05-10
101589,Diego Camila Arias Ramírez,Avena Quaker,10000000,05-11-2024
102511,Verónica Patricia Mejía Romero,Avena Quaker sin Gluten,35000000,2024/05/08 00:00:00
101827,Alejandro Moreno Castro,Arena Unikat,"$ 12,500,000",29.05.2024
101950,"SAAB MORAN, Alex Nain",Donkat,12500000,2024-05-16
101913,Felipe Jaramillo Arias,,2500000,15/05/2024
102669,,Avena Quaker,1500000.00,02.05.2024
101526,María Claudia López Arias,Donkat,"$ 7,500,000",
101496,Patricia Jiménez Restrepo,Avena Quaker,7500000 COP,2024-05-30
101065,Mateo María Gómez López,Unikat,$1500000,19.05.2024
103337,,Avena Quaker sin Gluten,20000000 COP,22/05/2024
100329,José Adriana Navarro Hernández,,15000000,2024-05-29
103225,Aleksandr Lukashenko,Avena Quaker sin Gluten,10000000,10.05.2024
102739,Lucía Adriana Arias Mejía,,"$ 5,000,000",
102916,Daniela Felipe Rodríguez Romero,Harina Pancho,7500000,05-20-2024
100277,"SANCHEZ CEREN, Salvador",Avena Quaker sin Gluten,"$ 3,000,000",2024-05-23
101139,Camila Fernando Rodríguez Hernández,Unikat,,18/05/2024
100885,Luis Moreno García,Harina P.A.N. Amarilla,15000000,2024-05-02
101858,Gabriel Pérez Chávez,,15000000,09/05/2024
101155,Andrés Hernández Chávez,Harina P.A.N. Amarilla,1500000 COP,2024/05/24 00:00:00
103207,Alex Nain Saab Moran,Avena en Hojuelas,12500000.00,27/05/2024
101694,HAMAS,Avena Quaker sin Gluten,12500000,2024-05-04
100578,Natalia Castro Gómez,Donkan,15000000,2024/05/09 00:00:00
102547,Gonzalo José Moreno Morales,Avena en Hojuelas,15000000,05-06-2024
102891,Gonzalo Martínez Silva,Dogourmet,2500000 COP,2024/05/18 00:00:00
101413,Camilo Diana Suárez Ospina,,3000000,
101274,"SAAB MORAN, Alex Nain",Avena en Hojuelas,20000000,29.05.2024
100803,"ZAHHAR, Mahmoud Khaled",Avena en Hojuelas,$2500000,28/05/2024
102822,Camila Díaz González,Avena Molida,7500000.00,24.05.2024
102109,Ana Laura Vargas García,Donkan,3000000,2024-05-07
100343,Fernando José Castro Gutiérrez,,35000000,07.05.2024
103311,Gonzalo Castro Martínez,Avena Quaker sin Gluten,,15/05/2024
102718,Laura Mateo Romero Silva,Donkan,7500000,24.05.2024
103207,Ricardo Silva Sánchez,Avena en Hojuelas,,2024-05-04
101256,Claudia Martínez Arias,Dogourmet,2500000 COP,30.05.2024
100428,HAMAS,Arena Unikat,10000000 COP,05-13-2024
103666,"ZAHHAR, Mahmoud Khaled",Arena Unikat,15000000.00,05-06-2024
101656,China Aerospace Science & Tech Corp,Avena en Hojuelas,3000000,2024/05/17 00:00:00
102592,Jamileh Abdullah Al-Shanti,Unikat,7500000 COP,2024-05-13
102033,Daniela Juan Castro Rojas,,"$ 2,500,000",2024-05-01
102016,Rafael Caro-Quintero,Harina Pancho,3000000.00,2024-05-15
100124,Nicolas Maduro Moros,,"$ 35,000,000",30.05.2024
100500,Verónica Patricia Castro Ospina,Harina Pancho,20000000,2024-05-10
103741,María Rodríguez Torres,Dogourmet,,26/05/2024
100052,Juan Vargas Chávez,Donkat,,29/05/2024
101053,Esteban Alejandro López Rodríguez,Harina P.A.N. Amarilla,35000000.00,05-24-2024
100384,Esteban Patricia Morales López,Donkat,7500000.00,12/05/2024
102174,,Avena en Hojuelas,15000000,29/05/2024
101706,,Dogourmet,$3000000,05.05.2024
100400,"AL-SHANTI, Jamileh Abdullah",Arena Unikat,4500000.00,2024/05/01 00:00:00
100877,Claudia Mariana Pérez Gómez,Avena en Hojuelas,1500000,04.05.2024
102941,Camilo Gonzalo Gutiérrez Díaz,Avena Molida,5000000,19.05.2024
103313,HEZBOLLAH,Avena Molida,1500000 COP,2024-05-08
102410,"SAAB MORAN, Alex Nain",Donkan,2500000 COP,14/05/2024
100032,Alejandro Andrés Navarro Mejía,Avena en Hojuelas,$5000000,25/05/2024
102821,Camilo Mateo Jiménez Suárez,Dogourmet,3000000.00,06/05/2024
103113,Juliana Santiago Díaz Gómez,Harina P.A.N. Amarilla,15000000,08/05/2024
102106,"LUKASHENKO, Aleksandr",Donkan,,05-10-2024
101140,Verónica Verónica Rodríguez Navarro,Donkan,15000000,09.05.2024
101463,,Dogourmet,4500000,2024-05-16
102201,Alejandro Santiago Mejía Rojas,Arena Unikat,12500000 COP,2024/05/03 00:00:00
102156,"ZAMBADA GARCIA, Ismael",Donkat,$35000000,2024-05-30
101053,Diana Diana Mejía Restrepo,Donkan,4500000,
102504,Paula Lucía Silva Sánchez,Donkat,12500000.00,2024-05-14
100249,Ana Sofía Moreno Vargas,Harina P.A.N. Amarilla,"$ 10,000,000",2024-05-27
100592,Gonzalo Felipe Vargas Rojas,Harina Pancho,15000000,18.05.2024
101964,Diosdado Cabello Rondon,Donkat,10000000.00,
101124,,Harina P.A.N. Blanca,4500000,05-10-2024
103565,"TREVIÑO MORALES, Miguel Angel",Avena Quaker,"$ 12,500,000",12.05.2024
101336,Esteban Verónica González Moreno,Avena Quaker sin Gluten,5000000,2024-05-01
103505,Esteban Restrepo Mejía,Avena Quaker sin Gluten,10000000.00,05/05/2024
103069,"TREVIÑO MORALES, Miguel Angel",Avena Quaker,10000000 COP,
101674,Luis Torres Moreno,Unikat,35000000 COP,05.05.2024
101314,María Pérez Moreno,Arena Unikat,$35000000,05-07-2024
103744,Verónica Gonzalo Ramírez Pérez,Harina Pancho,10000000,2024-05-09
103065,Esteban Adriana Rojas Mendoza,Donkat,1500000,20.05.2024
103400,"KIM, Jong Un",Donkan,"$ 2,500,000",05-29-2024
101534,Laura Luis Ospina Jaramillo,Donkan,2500000,05-22-2024
102753,Ricardo Santiago Jiménez Morales,Harina P.A.N. Amarilla,10000000 COP,20/05/2024
101802,Gabriel Alejandro Jaramillo Rojas,,10000000,2024-05-25
102970,Javier Hernández Silva,Avena Molida,5000000.00,2024-05-23
100417,Jorge Lucía Jaramillo Mejía,Donkan,$10000000,2024/05/06 00:00:00
102842,Claudia Ana Mejía Navarro,Avena Quaker,$5000000,2024-05-12
100449,Diego Martínez Martínez,Harina P.A.N. Amarilla,7500000.00,15/05/2024
102517,Ismael Zambada Garcia,Avena Quaker sin Gluten,"$ 4,500,000",2024/05/27 00:00:00
101918,Juliana Camila Moreno Romero,Avena en Hojuelas,7500000,2024-05-04
103586,Verónica Navarro Jiménez,Dogourmet,7500000,05-20-2024
102197,,Donkan,7500000,01.05.2024
102054,,Harina P.A.N. Amarilla,35000000,2024-05-02
101681,Camilo Patricia Sánchez Castro,Harina Pancho,4500000,05-24-2024
100416,Ricardo Ricardo Rodríguez Ospina,,$10000000,05-15-2024
102742,"KIM, Jong Un",Avena Molida,"$ 12,500,000",26.05.2024
100509,Ismael Zambada Garcia,,"$ 7,500,000",2024-05-19
102045,"EL AISSAMI MADDAH, Tareck Zaidan",Avena Quaker sin Gluten,"$ 7,500,000",2024-05-13
100318,Valentina Daniela González Rodríguez,Unikat,7500000.00,05-01-2024
101795,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Arena Unikat,1500000 COP,05-15-2024
101285,María Lucía Vargas Hernández,Dogourmet,2500000,2024-05-23
101645,Natalia Gabriel Restrepo Valencia,Dogourmet,4500000,07.05.2024
100186,Gabriel Moreno Arias,Unikat,1500000,05/05/2024
100875,Jamileh Abdullah Al-Shanti,,$7500000,2024-05-25
100776,"GUZMAN LOERA, Joaquin",Harina P.A.N. Blanca,20000000,
103485,Ricardo Jorge Restrepo Navarro,,4500000,23.05.2024
100802,Mariana Luis Rojas Rodríguez,Arena Unikat,35000000,2024/05/02 00:00:00
101596,Jorge Lucía Romero Torres,Harina P.A.N. Blanca,15000000,2024-05-28
102898,Mateo Jaramillo Chávez,Harina P.A.N. Amarilla,$3000000,28.05.2024
100803,Laura Ramírez Ramírez,Harina Pancho,2500000,2024-05-22
103234,Daniela González Mejía,Dogourmet,15000000.00,05.05.2024
101081,Ricardo Hernández Valencia,Dogourmet,35000000,30/05/2024
102811,Rafael Caro-Quintero,Donkan,5000000,2024-05-03
102726,"AL-ASSAD, Bashar",,7500000,2024/05/13 00:00:00
102814,Mohammed Abu Teir,,3000000,18.05.2024
102101,Laura Sofía Valencia Restrepo,Avena Quaker sin Gluten,2500000.00,2024-05-29
100114,José Ramírez Díaz,Harina P.A.N. Amarilla,"$ 5,000,000",2024-05-08
100692,Ana Diana Vargas Valencia,Avena en Hojuelas,4500000 COP,2024-05-01
102999,Esteban Diego Jaramillo López,Avena Molida,1500000 COP,05-22-2024
100591,Juliana Ospina Suárez,Arena Unikat,20000000,16/05/2024
100603,Luis Camila González Mejía,Harina P.A.N. Blanca,5000000.00,28/05/2024
100183,Ricardo Suárez Ortiz,Avena Quaker,35000000,2024-05-28
101222,Esteban Restrepo Ospina,Harina P.A.N. Amarilla,20000000.00,2024-05-13
103260,Jorge Juan Suárez Chávez,Avena Molida,1500000 COP,24.05.2024
103335,Carlos Ramírez Jiménez,Dogourmet,"$ 2,500,000",20/05/2024
100283,"AL-ASSAD, Bashar",Arena Unikat,7500000.00,2024-05-04
101135,Felipe Diego Gómez Ospina,Harina Pancho,2500000 COP,2024-05-30
103259,Esteban Alejandro Díaz Navarro,Harina P.A.N. Blanca,3000000,05-14-2024
103246,Juan Adriana Ospina Romero,Avena Quaker sin Gluten,15000000,28.05.2024
100786,Valentina Natalia Ortiz Silva,Dogourmet,20000000.00,01/05/2024
103761,Gonzalo Javier Silva Jiménez,Avena Quaker sin Gluten,10000000.00,05-25-2024
103716,Juan José Silva Martínez,Harina P.A.N. Amarilla,3000000 COP,2024-05-08
101388,Natalia Javier Gómez Ortiz,Avena Molida,12500000,30/05/2024
102049,,Unikat,,2024-05-10
101037,Daniela Pérez Navarro,Avena en Hojuelas,"$ 4,500,000",
103129,Gabriel Patricia Sánchez Ospina,Donkat,12500000,22/05/2024
101146,,Avena Quaker,,05-31-2024
103114,Diego Jorge Pérez Jaramillo,Avena Quaker,1500000,
103556,Mariana Mejía Chávez,,"$ 2,500,000",10/05/2024
102217,,Harina P.A.N. Amarilla,7500000,2024-05-28
103288,Javier Romero Silva,Unikat,$10000000,2024-05-04
101187,Javier Valencia Romero,Dogourmet,7500000,2024-05-15
101212,Diego Suárez Morales,Avena en Hojuelas,7500000,2024-05-22
102493,Mohammed Abu Teir,Avena en Hojuelas,5000000 COP,13/05/2024
102963,Mateo Restrepo Suárez,Avena Molida,20000000,2024/05/28 00:00:00
103202,,Avena en Hojuelas,12500000,
103100,Diego Natalia Ospina López,Dogourmet,4500000.00,29.05.2024
102035,Alex Nain Saab Moran,,20000000,24.05.2024
103110,Luis José Martínez Valencia,,7500000,05-18-2024
101666,Mahmoud Khaled Zahhar,Avena en Hojuelas,35000000 COP,2024-05-10
100212,Alex Nain Saab Moran,Harina Pancho,4500000.00,2024-05-30
102898,Juan Juan Suárez Chávez,Avena Quaker,35000000 COP,05-13-2024
103188,Valentina Navarro Hernández,Harina Pancho,,05/05/2024
100135,Mahmoud Khaled Zahhar,Donkat,5000000,29.05.2024
100476,Juliana Alejandro Gutiérrez González,Avena Molida,"$ 35,000,000",
101483,"CABELLO RONDON, Diosdado",Donkan,5000000 COP,17.05.2024
101364,Mariana Ricardo Ramírez Romero,Harina P.A.N. Blanca,12500000.00,31/05/2024
100936,Mariana Juan Vargas López,Arena Unikat,20000000 COP,2024-05-06
102294,Javier Pérez Hernández,Donkat,10000000 COP,05-31-2024
103767,Andrés Javier Jaramillo Díaz,Avena en Hojuelas,12500000,05-26-2024
102360,Santiago Natalia Arias Vargas,Harina P.A.N. Amarilla,12500000 COP,19/05/2024
102219,Lucía Castro Vargas,Avena en Hojuelas,15000000,
100732,"ZAHHAR, Mahmoud Khaled",Avena en Hojuelas,12500000,2024-05-22
101478,Felipe Carlos Pérez Mejía,Avena Quaker sin Gluten,7500000 COP,03/05/2024
101662,Andrés Luis Martínez Rojas,Donkat,$3000000,05-11-2024
101456,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Harina Pancho,"$ 10,000,000",19/05/2024
101971,Ana Navarro Martínez,Avena en Hojuelas,7500000,2024/05/18 00:00:00
100580,Valentina Romero Mejía,Avena Quaker,15000000,18.05.2024
103258,"ZAHHAR, Mahmoud Khaled",Harina P.A.N. Amarilla,5000000,2024-05-20
100309,Bashar Al Assad,Avena Quaker sin Gluten,35000000.00,17.05.2024
102958,Diego Romero López,Harina P.A.N. Amarilla,20000000,2024/05/20 00:00:00
100301,Andrés Ramírez Moreno,Avena Molida,,05-28-2024
102314,Paula Ortiz Torres,Unikat,$1500000,05-19-2024
102398,,Donkan,15000000,2024-05-30
103450,Natalia Diana García Restrepo,Avena Quaker,20000000.00,2024-05-03
103702,Mohammed Abu Teir,Unikat,$7500000,2024-05-15
102387,Ricardo Ricardo Ospina Gutiérrez,Donkat,,05-12-2024
101230,Juliana García Vargas,Dogourmet,20000000 COP,31.05.2024
101966,Mariana Restrepo Ospina,Harina Pancho,5000000,2024-05-21
102472,Alejandro Diego Mejía Díaz,Donkat,7500000,2024/05/11 00:00:00
102512,Ricardo López Díaz,Avena Molida,"$ 1,500,000",2024-05-08
102380,Juan Andrés Mendoza Jaramillo,Donkat,1500000.00,2024-05-24
101957,Luis Paula Jaramillo Ortiz,Donkat,3000000,06/05/2024
103779,Andrés Chávez Torres,Harina P.A.N. Blanca,4500000,2024-05-20
102780,José Claudia Martínez González,Donkan,3000000,2024/05/04 00:00:00
100755,HEZBOLLAH,Harina Pancho,10000000,2024-05-03
102136,Alejandro Carlos Gómez García,Avena Quaker sin Gluten,3000000 COP,2024-05-26
100670,Camilo Claudia Valencia Silva,,20000000.00,08.05.2024
103265,Gonzalo Mateo Jaramillo Jaramillo,Harina P.A.N. Amarilla,7500000,2024-05-20
103150,Jong-Un Kim,Harina Pancho,5000000,2024-05-25
102880,María Felipe Rodríguez López,Dogourmet,1500000,27/05/2024
101233,"ZAMBADA GARCIA, Ismael",Harina Pancho,12500000.00,08.05.2024
100721,Gonzalo Martínez Mendoza,Dogourmet,4500000,20/05/2024
103009,Mahmoud Khaled Zahhar,,12500000 COP,2024/05/26 00:00:00
102406,Jorge Ricardo Ortiz Navarro,Harina P.A.N. Blanca,,07.05.2024
102285,Camila Paula Vargas Jaramillo,Arena Unikat,,
100080,Adriana Ortiz Gutiérrez,Unikat,4500000,05-08-2024
101270,Sofía Ortiz Restrepo,Harina P.A.N. Amarilla,3000000,25/05/2024
100225,Juliana Ospina Díaz,Avena Quaker,4500000,2024/05/11 00:00:00
100392,Andrés Ramírez Hernández,,"$ 12,500,000",2024/05/12 00:00:00
101119,Verónica Rojas Martínez,Harina Pancho,$3000000,05-27-2024
102431,Alejandro García Pérez,,3000000,2024/05/12 00:00:00
102091,Alex Nain Saab Moran,Harina P.A.N. Blanca,"$ 12,500,000",05-03-2024
102503,Paula Paula Ortiz Silva,Avena Quaker sin Gluten,2500000.00,28/05/2024
100496,Verónica Gonzalo Moreno Mejía,Donkat,"$ 10,000,000",
103440,Andrés Mateo Gutiérrez Rodríguez,Donkat,"$ 2,500,000",05.05.2024
102691,"AL-ASSAD, Bashar",Donkan,10000000,2024-05-05
101184,Diego Luis Hernández López,Harina Pancho,1500000,05-18-2024
103593,Paula Mateo Valencia Ospina,Harina P.A.N. Amarilla,5000000,05-07-2024
100180,,Harina P.A.N. Amarilla,"$ 5,000,000",14.05.2024
100156,Sofía Verónica González Morales,Avena Quaker sin Gluten,"$ 10,000,000",2024/05/13 00:00:00
100362,,Avena en Hojuelas,,2024/05/14 00:00:00
102571,"CARO QUINTERO, Rafael",Harina P.A.N. Blanca,35000000.00,2024/05/11 00:00:00
102146,Juliana Daniela Jaramillo Vargas,Harina P.A.N. Blanca,1500000,05.05.2024
102965,Mohammed Abu Teir,Dogourmet,15000000,2024/05/22 00:00:00
101720,Felipe Diego Morales Moreno,Avena Quaker sin Gluten,1500000,08.05.2024
102472,Juan Jorge Martínez Navarro,Unikat,"$ 15,000,000",05-19-2024
101686,Laura Paula Mendoza Morales,Unikat,2500000,2024-05-16
101552,HAMAS,Avena en Hojuelas,"$ 15,000,000",15/05/2024
101246,Alejandro Laura Pérez Restrepo,Donkan,10000000,05-22-2024
103793,,Harina P.A.N. Amarilla,15000000,05-21-2024
100066,Nicolas Maduro Moros,Arena Unikat,,17.05.2024
102881,Alejandro Sofía Gutiérrez Jaramillo,Unikat,"$ 12,500,000",05-01-2024
102816,"KIM, Jong Un",Avena en Hojuelas,,
100051,Natalia Jaramillo Torres,Harina P.A.N. Amarilla,3000000,2024-05-02
101401,Fernando Rodríguez Martínez,Avena Quaker sin Gluten,20000000 COP,2024/05/17 00:00:00
100970,Sofía Verónica Navarro Ospina,Avena en Hojuelas,15000000,
102155,Carlos Mendoza Gutiérrez,Avena Quaker,35000000,05-01-2024
100072,Gonzalo Silva Ortiz,Unikat,5000000,05-19-2024
102097,Gonzalo Mateo Suárez Torres,Avena Molida,"$ 12,500,000",2024-05-12
101852,Daniela Jiménez Torres,Donkan,35000000,2024-05-01
100919,Nicolas Maduro Moros,Avena Quaker sin Gluten,1500000,24/05/2024
102124,Laura Pérez Romero,Avena Molida,$1500000,2024/05/04 00:00:00
100284,Santiago Adriana Gómez Jiménez,Donkat,,23/05/2024
100890,"CABELLO RONDON, Diosdado",Avena Molida,3000000,2024-05-18
100339,María Daniela Castro Arias,Donkan,,2024-05-20
100592,Fernando Torres Gómez,Harina Pancho,"$ 5,000,000",2024-05-05
103556,Esteban García Gutiérrez,Unikat,4500000,10/05/2024
103430,Jamileh Abdullah Al-Shanti,Harina P.A.N. Amarilla,,05/05/2024
100026,Diana Diana Gutiérrez Arias,Donkat,2500000,2024/05/15 00:00:00
103004,Adriana Diana González Ramírez,Donkan,10000000 COP,05-22-2024
100185,,Avena Quaker,5000000,2024-05-03
100454,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Avena en Hojuelas,35000000,2024/05/01 00:00:00
102605,,,$12500000,2024-05-22
103245,María Mateo Gómez Rojas,Harina P.A.N. Blanca,10000000,05-10-2024
